pmid,title,abstract,journal,year,mesh_terms,url
34432056,B vitamins and prevention of cognitive decline and incident dementia: a systematic review and meta-analysis.,"CONTEXT: Elevation of homocysteine (Hcy) levels is well-established as a risk factor for dementia, yet controversy exists regarding whether B-vitamin-mediated reduction of homocysteine levels can benefit cognitive function. OBJECTIVE: To investigate whether B vitamin supplementation can reduce the risk of cognitive decline and incident dementia. DATA SOURCES: The PubMed, EMBASE, Cochrane Library, and Web of Science were systematically searched for articles published from the inception dates to March 1, 2020. Randomized controlled trials (RCT) were included if B vitamins were supplied to investigate their effect on the rate of cognitive decline. Cohort studies investigating dietary intake of B vitamins and the risk of incident dementia were eligible. Cross-sectional studies comparing differences in levels of B vitamins and Hcy were included. DATA EXTRACTION: Two reviewers independently performed data extraction and assessed the study quality. DATA ANALYSIS: Random-effect or fixed-effect models, depending on the degree of heterogeneity, were performed to calculate mean differences (MDs), hazard ratios (HRs), and odds ratios (ORs). RESULTS: A total of 95 studies with 46175 participants (25 RCTs, 20 cohort studies, and 50 cross-sectional studies) were included in this meta-analysis. This meta-analysis supports that B vitamins can benefit cognitive function as measured by Mini-Mental State Examination score changes (6155 participants; MD, 0.14, 95%CI 0.04 to 0.23), and this result was also significant in studies where placebo groups developed cognitive decline (4211 participants; MD, 0.16, 95%CI 0.05 to 0.26), suggesting that B vitamins slow cognitive decline. For the > 12 months interventional period stratum, B vitamin supplementation decreased cognitive decline (3814 participants; MD, 0.15, 95%CI 0.05 to 0.26) compared to placebo; no such outcome was detected for the shorter interventional stratum (806 participants; MD, 0.18, 95%CI -0.25 to 0.61). In the non-dementia population, B vitamin supplementation slowed cognitive decline (3431 participants; MD, 0.15, 95%CI 0.04 to 0.25) compared to placebo; this outcome was not found for the dementia population (642 participants; MD, 0.20, 95%CI -0.35 to 0.75). Lower folate levels (but not B12 or B6 deficiency) and higher Hcy levels were significantly associated with higher risks of dementia (folate: 6654 participants; OR, 1.76, 95%CI 1.24 to 2.50; Hcy: 12665 participants; OR, 2.09, 95%CI 1.60 to 2.74) and cognitive decline (folate: 4336 participants; OR, 1.26, 95%CI 1.02 to 1.55; Hcy: 6149 participants; OR, 1.19, 95%CI 1.05 to 1.34). Among the population without dementia aged 50 years and above, the risk of incident dementia was significantly decreased among individuals with higher intake of folate (13529 participants; HR, 0.61, 95%CI 0.47 to 0.78), whereas higher intake of B12 or B6 was not associated with lower dementia risk. CONCLUSIONS: This meta-analysis suggests that B vitamin supplementation is associated with slowing of cognitive decline, especially in populations who received early intervention and intervention of long duration; the study also indicates that higher intake of dietary folate, but not B12 or B6, is associated with a reduced risk of incident dementia in non-dementia aged population. Given the prevalence of dementia cases in many countries with aging populations, public health policies should be introduced to ensure that subgroups of the population at risk have an adequate B vitamin status.",Nutrition reviews,2022,Aged; Cognition; *Cognitive Dysfunction/epidemiology/prevention & control; *Dementia/epidemiology/prevention & control; Dietary Supplements; Folic Acid; Humans; Middle Aged; Vitamin B 12; *Vitamin B Complex,https://pubmed.ncbi.nlm.nih.gov/34432056/
37168869,Probiotics fortify intestinal barrier function: a systematic review and meta-analysis of randomized trials.,"BACKGROUND: Probiotics play a vital role in treating immune and inflammatory diseases by improving intestinal barrier function; however, a comprehensive evaluation is missing. The present study aimed to explore the impact of probiotics on the intestinal barrier and related immune function, inflammation, and microbiota composition. A systematic review and meta-analyses were conducted. METHODS: Four major databases (PubMed, Science Citation Index Expanded, CENTRAL, and Embase) were thoroughly searched. Weighted mean differences were calculated for continuous outcomes with corresponding 95% confidence intervals (CIs), heterogeneity among studies was evaluated utilizing I2 statistic (Chi-Square test), and data were pooled using random effects meta-analyses. RESULTS: Meta-analysis of data from a total of 26 RCTs (n = 1891) indicated that probiotics significantly improved gut barrier function measured by levels of TER (MD, 5.27, 95% CI, 3.82 to 6.72, P < 0.00001), serum zonulin (SMD, -1.58, 95% CI, -2.49 to -0.66, P = 0.0007), endotoxin (SMD, -3.20, 95% CI, -5.41 to -0.98, P = 0.005), and LPS (SMD, -0.47, 95% CI, -0.85 to -0.09, P = 0.02). Furthermore, probiotic groups demonstrated better efficacy over control groups in reducing inflammatory factors, including CRP, TNF-alpha, and IL-6. Probiotics can also modulate the gut microbiota structure by boosting the enrichment of Bifidobacterium and Lactobacillus. CONCLUSION: The present work revealed that probiotics could improve intestinal barrier function, and alleviate inflammation and microbial dysbiosis. Further high-quality RCTs are warranted to achieve a more definitive conclusion. CLINICAL TRIAL REGISTRATION: https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=281822, identifier CRD42021281822.",Frontiers in immunology,2023,Humans; Randomized Controlled Trials as Topic; *Probiotics/therapeutic use; Inflammation; *Gastrointestinal Microbiome; Bifidobacterium,https://pubmed.ncbi.nlm.nih.gov/37168869/
38783644,A systematic review and meta-analysis of nutritional and dietary interventions in randomized controlled trials for skin symptoms in children with atopic dermatitis and without food allergy: An EAACI task force report.,"This systematic review and meta-analysis aimed to consolidate evidence on dietary interventions for atopic eczema/dermatitis (AD) skin symptoms in children without food allergies, following PRISMA 2020 guidelines. Systematic review updates were conducted in May 2022 and June 2023, focusing on randomized placebo-controlled trials (RCTs) involving children with AD but without food allergies. Specific diets or supplements, such as vitamins, minerals, probiotics, prebiotics, symbiotics, or postbiotics, were explored in these trials. Exclusions comprised descriptive studies, systematic reviews, meta-analyses, letters, case reports, studies involving elimination diets, and those reporting on food allergens in children and adolescents. Additionally, studies assessing exacerbation of AD due to food allergy/sensitization and those evaluating elimination diets' effects on AD were excluded. Nutritional supplementation studies were eligible regardless of sensitization profile. Evaluation of their impact on AD clinical expression was performed using SCORAD scores, and a meta-analysis of SCORAD outcomes was conducted using random-effect models (CRD42022328702). The review encompassed 27 RCTs examining prebiotics, Vitamin D, evening primrose oil, and substituting cow's milk formula with partially hydrolyzed whey milk formula. A meta-analysis of 20 RCTs assessing probiotics, alone or combined with prebiotics, revealed a significant reduction in SCORAD scores, suggesting a consistent trend in alleviating AD symptoms in children without food allergies. Nonetheless, evidence for other dietary interventions remains limited, underscoring the necessity for well-designed intervention studies targeting multiple factors to understand etiological interactions and propose reliable manipulation strategies.",Allergy,2024,"Child; Humans; *Dermatitis, Atopic/diet therapy/therapy; Dietary Supplements; Prebiotics/administration & dosage; Probiotics/administration & dosage/therapeutic use; *Randomized Controlled Trials as Topic",https://pubmed.ncbi.nlm.nih.gov/38783644/
37644533,Antioxidant vitamins supplementation reduce endometriosis related pelvic pain in humans: a systematic review and meta-analysis.,"OBJECTIVE: This study aimed to clarify the effect of antioxidant vitamins supplementation on endometriosis-related pain. METHODS: A systematic search of PubMed, Web of Science, Cochrane Library, Scopus, and China National Knowledge Infrastructure (CNK) databases was conducted to identify relevant studies published in English and Chinese up to 16 March 2023. The search terms used were ""endometriosis"" OR ""endometrioma"" OR ""endometrium"" AND ""antioxidant"" OR ""Vitamin C"" OR ""Vitamin E"" OR ""Vitamin D"" OR ""25-OHD"" OR ""25(OH)D"" OR ""25-hydroxyvitamin D"". Eligible studies were randomized controlled trials (RCTs) that assessed pain scores using the Visual Analogue Scale (VAS). Mean differences or odds ratios (ORs) with 95% confidence intervals (CIs) were calculated to evaluate the effect of antioxidant vitamins supplementation on endometriosis. The quality of the included studies was assessed using the Cochrane Risk of Bias Tool. The study was conducted following the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) guidelines. RESULTS: A total of 13 RCTs involving 589 patients were included in this meta-analysis. We identified 11 studies that evaluated the effect of antioxidant vitamins supplementation on endometriosis-related pain. The results indicated that the supplementation of antioxidant vitamins can effectively alleviate endometriosis-related pain. Subgroup analysis showed that the supplementation of vitamin E (with or without vitamin C) had a positive effect on improving clinical pelvic pain in patients with chronic pelvic pain. Conversely, supplementation of vitamin D was associated with a reduction in pelvic pain in endometriosis patients, but the difference was not statistically significant compared to the placebo. Additionally, we observed changes in oxidative stress markers following vitamin supplementation. Plasma malondialdehyde (MDA) concentration decreased in patients with endometriosis after antioxidant vitamin supplementation, and the plasma MDA level was inversely correlated with the time and dose of vitamin E and C supplementation. Furthermore, the inflammatory markers in peritoneal fluid, including RANTES, interleukin-6, and monocyte chemoattractant protein-1, significantly decreased after antioxidant therapy. These findings suggest that antioxidant vitamins may alleviate pain in endometriosis patients by reducing inflammation. CONCLUSIONS: The included studies support the potential role of antioxidant vitamins in the management of endometriosis. Supplementation with antioxidant vitamins effectively reduced the severity of dysmenorrhea, improved dyspareunia and pelvic pain, and enhanced quality of life in these patients. Therefore, antioxidant vitamin therapy could be considered as an alternative treatment method, either alone or in combination with other approaches, for endometriosis-related pain. TRIAL REGISTRATION: PROSPERO registration number: CRD42023415198.",Reproductive biology and endocrinology : RB&E,2023,Female; Humans; *Antioxidants/therapeutic use; Pelvic Pain/drug therapy/etiology; Vitamins/therapeutic use; *Endometriosis/complications/drug therapy; Vitamin A; Ascorbic Acid/therapeutic use; Vitamin K; Dietary Supplements,https://pubmed.ncbi.nlm.nih.gov/37644533/
38244989,Effect of multivitamin-mineral supplementation versus placebo on cognitive function: results from the clinic subcohort of the COcoa Supplement and Multivitamin Outcomes Study (COSMOS) randomized clinical trial and meta-analysis of 3 cognitive studies within COSMOS.,"BACKGROUND: Longer effects of multivitamin-mineral (MVM) supplementation on late-life cognitive function remain untested using in-person, detailed neuropsychological assessments. Furthermore, insufficient evidence exists for healthcare providers to recommend daily MVM supplements to prevent cognitive decline. OBJECTIVES: This study aimed to test MVM effects on cognitive change using in-person, detailed neuropsychological assessments and conduct a meta-analysis within COSMOS (COcoa Supplement and Multivitamin Outcomes Study) cognitive substudies for a robust evaluation of MVM effects on cognition. METHODS: COSMOS is a 2 x 2 factorial trial of cocoa extract (500 mg flavanols/d) and/or a daily MVM supplement for cardiovascular disease and cancer prevention among 21,442 United States adults aged >/=60 y. There were 573 participants in the clinic subcohort of COSMOS (that is, COSMOS-Clinic) who completed all cognitive tests administered at baseline. For the meta-analysis, we included nonoverlapping participants across 3 COSMOS cognitive substudies: COSMOS-Clinic (n = 573); COSMOS-Mind (n = 2158); COSMOS-Web (n = 2472). RESULTS: In COSMOS-Clinic, we observed a modest benefit of MVM compared with placebo on global cognition over 2 y mean difference [95% confidence interval (CI)] = 0.06 SD units (SU) (-0.003, 0.13), with a significantly more favorable change in episodic memory [mean difference (95% CI) = 0.12 SU (0.002, 0.23)] but not in executive function or attention [mean difference (95% CI) = 0.04 SU (-0.04, 0.11)]. The meta-analysis of COSMOS substudies showed clear evidence of MVM benefits on global cognition [mean difference (95% CI) = 0.07 SU (0.03, 0.11); P = 0.0009] and episodic memory [mean difference (95% CI) = 0.06 SU (0.03, 0.10); P = 0.0007]; the magnitude of effect on global cognition was equivalent to reducing cognitive aging by 2 y. CONCLUSIONS: In COSMOS-Clinic, daily MVM supplementation leads to a significantly more favorable 2-y change in episodic memory. The meta-analysis within COSMOS cognitive substudies indicates that daily MVM significantly benefits both global cognition and episodic memory. These findings within the COSMOS trial support the benefits of a daily MVM in preventing cognitive decline among older adults. This trial was registered at COSMOS-clinicaltrials.gov as NCT02422745, at COSMOS-Mind-clinicaltrials.gov as NCT03035201, and at COSMOS-Web-clinicaltrials.gov as NCT04582617.",The American journal of clinical nutrition,2024,Humans; Aged; Vitamins/pharmacology/therapeutic use; Dietary Supplements; Cognition; *Cognitive Dysfunction/prevention & control; *Cacao; Minerals/pharmacology; Double-Blind Method; Randomized Controlled Trials as Topic,https://pubmed.ncbi.nlm.nih.gov/38244989/
31527485,"A Systematic Review and Meta-Analysis of B Vitamin Supplementation on Depressive Symptoms, Anxiety, and Stress: Effects on Healthy and 'At-Risk' Individuals.","A systematic review and meta-analysis was undertaken to examine and quantify the effects of B vitamin supplementation on mood in both healthy and 'at-risk' populations. A systematic search identified all available randomised controlled trials (RCTs) of daily supplementation with >/=3 B group vitamins with an intervention period of at least four weeks. Random effects models for a standardized mean difference were used to test for overall effect. Heterogeneity was tested using the I(2) statistic. Eighteen articles (16 trials, 2015 participants) were included, of which 12 were eligible for meta-analysis. Eleven of the 18 articles reported a positive effect for B vitamins over a placebo for overall mood or a facet of mood. Of the eight studies in 'at-risk' cohorts, five found a significant benefit to mood. Regarding individual facets of mood, B vitamin supplementation benefited stress (n = 958, SMD = 0.23, 95% CI = 0.02, 0.45, p = 0.03). A benefit to depressive symptoms did not reach significance (n = 568, SMD = 0.15, 95% CI = -0.01, 0.32, p = 0.07), and there was no effect on anxiety (n = 562, SMD = 0.03, 95% CI = -0.13, 0.20, p = 0.71). The review provides evidence for the benefit of B vitamin supplementation in healthy and at-risk populations for stress, but not for depressive symptoms or anxiety. B vitamin supplementation may particularly benefit populations who are at risk due to (1) poor nutrient status or (2) poor mood status.",Nutrients,2019,"Adolescent; Adult; Affect/*drug effects; Aged; Aged, 80 and over; Anxiety/diagnosis/*drug therapy/epidemiology/psychology; Depression/diagnosis/*drug therapy/epidemiology/psychology; *Dietary Supplements/adverse effects; Female; Humans; Male; Middle Aged; Nutritional Status; Randomized Controlled Trials as Topic; Risk Assessment",https://pubmed.ncbi.nlm.nih.gov/31527485/
37686709,"Dietary Supplements for Erectile Dysfunction: Analysis of Marketed Products, Systematic Review, Meta-Analysis and Rational Use.","The use of nutraceutical products to enhance male sexual performance has a long history, especially with regard to the treatment of erectile dysfunction (ED). Alternative treatments for ED are becoming increasingly popular, with growing interest from consumers, as well as increased revenue for manufacturers. Dietary supplements (DSs), which are a mixture of active ingredients, are mainly sold online. In randomized controlled trials, the molecules contained in DSs have demonstrated varying degrees of effectiveness, or even have no evidence to support their use. However, none of the studies carried out provided sufficient evidence to consider these products a first-line therapy. Therefore, the combination of the various active ingredients, especially in relation to the daily dose, leaves doubts about the real effectiveness. In order to evaluate the potential efficacy of DS formulations, we analyzed the products marketed in Italy using a scoring approach. A systematic review of the literature was performed to evaluate the effect of DS and to detect the active ingredients able to improve erectile function-called effective ingredients (EIs)-and their minimal effective daily dose (mED). A metanalysis identified some nutraceuticals, such as Panax ginseng, Tribulus terrestris and L-arginine, that are able to improve male sexual function. Based on the scoring system, 2 (8%) supplements matched with the cluster of higher expected efficacy, 3 (12%) with the lower efficacy cluster and 20 (80%) matched with the criterion of no expected efficacy. DSs marketed in Italy are usually blends of many substances that are frequently employed at a negligible dose or without any evidence.",Nutrients,2023,Humans; Male; Arginine/therapeutic use; Dietary Supplements; Emotions; *Erectile Dysfunction/drug therapy; Italy,https://pubmed.ncbi.nlm.nih.gov/37686709/
37231628,Safety and efficacy of vitamin B in cancer treatments: A systematic review.,"BACKGROUND: With rising rates of complementary and alternative medicine use, the exploration of complementary and alternative medicine integration into oncology treatments is becoming increasingly prevalent. Vitamin B compounds including B1, B2, B3, B5, B6, B9, and B12, have all been proposed as potentially beneficial in cancer prevention and treatment as well as side effect management; however, many studies contain contradicting evidence regarding the utility of B vitamins within oncology. Thus, the aim of this study was to evaluate the safety and efficacy of Vitamin B supplementation in the oncology setting. DESIGN: A systematic review was conducted following The Preferred Reporting Items for Systematic Reviews and Meta-Analyses-Scoping Reviews guidelines, using pre-specified search terms in PubMed to include randomized control trials, clinical trials, and case studies. Two reviewers independently reviewed titles, abstracts, and full-text articles for inclusion, with a third reviewer resolving conflicts, before the included articles underwent data extraction and quality appraisal. Data extraction was conducted through COVIDENCE, which was used to manage and track the data during the search process. RESULTS: Out of 694 articles initially identified, 25 articles met the inclusion criteria and were included in the review. Designs of the studies varied, including randomized control trials, clinical trials, and case/cohort studies. The impact of vitamin supplementation on cancer risk varied. Several studies found that certain B vitamin supplementation lowered cancer risk: B9 and B6 in nasopharyngeal carcinoma (n  =  1200 patients) and in pancreatic cancer (n  =  258 patients); B3 in hepatocellular carcinoma (n  =  494,860 patients); B6 in breast cancer (n  =  27,853 patients); and B9 in BRCA1-positive breast cancer (n  =  400 patients). However, some studies found that certain B vitamin supplementation increased the risk or negative outcomes of cancer: B6 during nasopharyngeal carcinoma treatment (n  =  592 patients); B6 in risk of hepatocellular carcinoma (n  =  494,860 patients); and B9 plasma levels in breast cancer (n  =  164 patients). Due to the many adverse effects that occur in cancer treatment, the effectiveness of Vitamin B supplementation in alleviating adverse effects was evaluated. In two separate studies, Vitamin B6 and Vitamin B12 supplementation with acupuncture was found to be effective as adjunct therapies aimed to reduce chemotherapy-induced peripheral neuropathy (n  =  23 patients and n  =  104 patients, respectively). No significant findings were established regarding B vitamin supplementation in chemotherapy-induced hand-foot syndrome. CONCLUSIONS: In this systematic review we concluded that B vitamin supplements have varying data regarding safety and efficacy in cancer. Taking into account the etiology of the cancer, the specific B-vitamin, and the presence of any side effects could help guide utilization of the data found in this review. Large, randomized controlled trials are needed to confirm these findings among various cancer diagnoses and stages. Given the widespread utilization of supplements, healthcare providers should understand the safety and efficacy of vitamin B supplementation to address questions that arise in caring for those with cancer.",Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners,2024,Humans; *Neoplasms/drug therapy; *Vitamin B Complex/therapeutic use/adverse effects; *Dietary Supplements/adverse effects; Randomized Controlled Trials as Topic,https://pubmed.ncbi.nlm.nih.gov/37231628/
39683522,Vitamin D Supplementation for Treating Atopic Dermatitis in Children and Adults: A Systematic Review and Meta-Analysis.,"BACKGROUND: Atopic dermatitis (AD) is a chronic inflammatory skin disease affecting up to 20% of children and 10% of adults worldwide. Current research suggests a correlation between serum vitamin D level and AD severity and that vitamin D supplementation could have a potential therapeutic effect on AD. OBJECTIVES: To conduct a systematic review and meta-analysis of studies of vitamin D supplementation for disease improvement in children and adults with AD. METHODS: PubMed, EMBASE, and Cochrane were searched from 19 April to 20 April 2024. We included randomized controlled trials (RCTs) of patients with AD comparing an intervention group with a control group. The risk of bias of the selected studies was assessed using the Cochrane risk-of-bias tool for randomized trials. All analyses were conducted in R (v4.1.2; R Core Team 2021). RESULTS: Eleven RCTs with 686 participants were included. The included trials had measured AD severity by using the SCOring Atopic Dermatitis (SCORAD) or the Eczema Area and Severity Index (EASI). Vitamin D supplementation significantly reduced AD severity compared with the control group (standardized mean difference = -0.41, 95% CI: -0.67 to -0.16, I(2) = 58%, p < 0.01). CONCLUSIONS: Vitamin D supplementation reduces AD severity in children and adults. Larger-scale and longer-term studies are still needed to confirm this conclusion. This study has been registered on PROSPERO (CRD42024535014).",Nutrients,2024,"Adult; Child; Humans; *Dermatitis, Atopic/blood/diagnosis/diet therapy; *Dietary Supplements; Randomized Controlled Trials as Topic; Severity of Illness Index; Treatment Outcome; *Vitamin D/administration & dosage/blood",https://pubmed.ncbi.nlm.nih.gov/39683522/
33509399,Supplemental Vitamins and Minerals for Cardiovascular Disease Prevention and Treatment: JACC Focus Seminar.,"This is an update of the previous 2018 systematic review and meta-analysis of vitamin and mineral supplementation on cardiovascular disease outcomes and all-cause mortality. New randomized controlled trials and meta-analyses were identified by searching the Cochrane library, Medline, and Embase, and data were analyzed using random effects models and classified by the Grading of Recommendations Assessment Development and Evaluation approach. This updated review shows similar findings to the previous report for preventive benefits from both folic acid and B vitamins for stroke and has been graded with moderate quality. No effect was seen for the commonly used multivitamins, vitamin D, calcium, and vitamin C, and an increased risk was seen with niacin (with statin) for all-cause mortality. Conclusive evidence for the benefit of supplements across different dietary backgrounds, when the nutrient is sufficient, has not been demonstrated.",Journal of the American College of Cardiology,2021,"Cardiovascular Diseases/*prevention & control; Diet, Vegetarian; *Dietary Supplements; Humans; Stroke/prevention & control; Vitamin B Complex/therapeutic use",https://pubmed.ncbi.nlm.nih.gov/33509399/
